trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
551,False,"{'a': 0.5, 'e': 0.11839999999998795}",30,21,18.480069711910406,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.11679999999998794}",25,11,23.882448238904033,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.11519999999998794}",40,16,39.493159668234995,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.11359999999998793}",20,8,19.83698925059386,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.11199999999998793}",45,31,24.95660059891991,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.11039999999998792}",20,14,10.308198931629146,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.10879999999998792}",30,21,14.41170040699088,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.10719999999998792}",25,14,16.276068108347836,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.10559999999998791}",20,11,17.527655099779942,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.10399999999998791}",30,21,18.24448625891435,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.1023999999999879}",25,0,29.559015569691606,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
562,False,"{'a': 0.5, 'e': 0.1007999999999879}",30,19,19.95075364669543,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.0991999999999879}",30,21,18.64204135744896,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.09759999999998789}",30,19,18.396157560090998,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.09599999999998789}",20,8,14.52091787605049,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.09439999999998788}",25,16,19.938313994921913,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.09279999999998788}",40,18,21.88104089934023,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.09119999999998787}",30,17,-1.8769287377748691,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.08959999999998787}",40,30,22.992189963060426,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.08799999999998787}",25,19,14.79135206194126,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.08639999999998786}",25,17,-7.627800697372496,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.08479999999998786}",25,12,17.705214921347263,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.08319999999998785}",40,15,-19.233112277487127,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",1
574,False,"{'a': 0.5, 'e': 0.08159999999998785}",25,17,12.420766905593204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.07999999999998784}",35,24,20.644993151486293,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.07839999999998784}",20,13,5.5757634878039575,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.07679999999998784}",30,17,-16.749405004110507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
578,False,"{'a': 0.5, 'e': 0.07519999999998783}",20,16,7.361507832372272,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.07359999999998783}",30,13,9.631762172104322,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.07199999999998782}",45,31,25.136143336099934,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.07039999999998782}",25,20,11.035796881179193,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.06879999999998782}",40,26,24.863221746267442,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.06719999999998781}",45,23,39.53589948848039,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.06559999999998781}",40,28,15.363278851300695,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.0639999999999878}",30,22,18.42357077183578,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.062399999999987805}",35,23,22.21586809486814,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.06079999999998781}",20,15,9.976243255134104,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.05919999999998781}",25,6,17.239522497123783,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.057599999999987814}",45,31,7.685829158769323,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.055999999999987816}",20,6,22.645335802067073,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.05439999999998782}",25,18,14.802270450963483,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.05279999999998782}",20,12,16.76785716901167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.051199999999987825}",40,30,16.49354209487317,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.5, 'e': 0.04959999999998783}",20,13,15.741833089306585,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.04799999999998783}",25,19,10.965844163228287,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.04639999999998783}",35,24,21.441562072483354,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.044799999999987836}",35,26,17.83580427599086,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.04319999999998784}",35,17,-17.592444010933395,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
599,False,"{'a': 0.5, 'e': 0.04159999999998784}",30,20,8.319893910001639,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.039999999999987844}",30,22,15.966591675587415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.03839999999998785}",20,8,-26.61728226422651,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
602,False,"{'a': 0.5, 'e': 0.03679999999998785}",30,17,21.756271101827714,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.5, 'e': 0.03519999999998785}",30,21,15.979367501131774,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.033599999999987855}",25,18,16.68791090926142,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.03199999999998786}",20,13,17.45749153648404,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.030399999999987857}",40,27,-18.514022749086735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
607,False,"{'a': 0.5, 'e': 0.028799999999987856}",20,14,14.698148105307588,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.027199999999987855}",35,25,20.344258020220945,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.025599999999987855}",25,8,14.122814053860674,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.023999999999987854}",30,16,-20.312888719365347,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
611,False,"{'a': 0.5, 'e': 0.022399999999987853}",30,21,8.206084057517241,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.020799999999987853}",30,22,17.248702908904573,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.019199999999987852}",25,14,19.60627927437343,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.01759999999998785}",30,23,13.08141545091064,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.01599999999998785}",20,14,8.904727700527973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.01439999999998785}",20,13,16.367765179738136,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,15,10.243124953451424,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",40,27,25.804202242118564,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",50,32,33.84221697666206,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",40,27,20.448615542673387,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,18,10.824650015439033,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,18,12.308373986480028,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,20,21.986816078910604,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,14,10.454320648475866,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,14,11.300222957692068,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",35,25,20.742246930767042,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
